13.9991,19.3664,0.0000
11.5521,20.1564,0.0000
10.4422,20.2324,0.0000
12.2947,17.1229,1.0000
11.9189,19.6456,0.0000
11.4428,20.2574,0.0000
16.3782,20.4933,0.0000
11.9635,19.0427,0.0000
16.0660,20.5604,0.0000
8.5363,14.9700,1.0000
11.2809,24.2939,0.0000
12.4430,19.8469,0.0000
5.6462,18.7371,1.0000
12.5166,19.8666,0.0000
9.3747,16.8589,1.0000
11.6365,20.7531,0.0000
11.0389,19.4293,0.0000
6.4610,18.2775,1.0000
11.2366,15.2494,1.0000
11.1078,17.6029,1.0000
13.3821,14.5981,1.0000
13.0121,20.4166,0.0000
9.4247,20.5232,0.0000
11.8481,17.7265,1.0000
9.6502,17.9178,1.0000
13.2762,15.8260,1.0000
12.3678,17.3675,1.0000
6.4881,17.9517,1.0000
13.5081,20.7404,0.0000
11.1825,16.9272,1.0000
10.7532,18.8265,0.0000
9.7573,21.8450,0.0000
9.1773,16.7881,1.0000
11.7425,13.3099,1.0000
13.7053,13.2442,1.0000
13.1435,20.7850,0.0000
9.6235,18.1954,1.0000
12.8351,20.1781,0.0000
11.0504,17.6918,1.0000
11.0923,18.1312,1.0000
8.7444,20.0785,0.0000
12.1155,19.5836,0.0000
12.3752,20.5228,0.0000
10.9154,18.9883,1.0000
9.5344,16.9427,1.0000
10.7811,15.9206,1.0000
8.3266,20.6150,0.0000
15.0085,15.1848,1.0000
11.0564,17.3020,1.0000
10.7898,17.0429,1.0000
9.0541,16.0787,1.0000
16.9649,19.3454,0.0000
10.5564,18.2847,0.0000
12.2367,22.1210,0.0000
9.0162,16.0086,1.0000
11.7230,20.7724,0.0000
11.6661,17.8385,1.0000
7.6338,16.5131,1.0000
11.0619,15.9567,1.0000
11.5357,17.3631,1.0000
11.5382,16.2089,1.0000
13.6598,15.1857,1.0000
10.1001,16.1883,1.0000
13.8446,21.7863,0.0000
11.3413,19.9023,0.0000
11.1201,20.3525,0.0000
9.9657,15.1945,1.0000
9.9551,22.1564,0.0000
9.8943,21.4538,0.0000
11.5790,14.5460,1.0000
14.3781,17.1143,0.0000
10.7410,15.7662,1.0000
9.2016,15.9664,1.0000
10.2494,20.3399,0.0000
10.0483,23.8528,0.0000
13.2245,14.8343,1.0000
14.9649,19.1271,0.0000
15.7542,20.3047,0.0000
10.4177,15.7695,1.0000
10.6565,20.0169,0.0000
15.9618,15.8615,1.0000
14.6458,19.3246,0.0000
12.5259,17.4703,1.0000
11.7822,19.8310,0.0000
12.2043,19.2344,0.0000
10.2626,20.7477,0.0000
14.9684,20.3814,0.0000
13.2432,17.6884,1.0000
8.3890,19.4778,0.0000
8.8780,17.8889,1.0000
13.0692,19.7850,0.0000
12.5156,19.9000,0.0000
10.2138,19.9616,0.0000
14.1024,21.1916,0.0000
11.9138,15.5205,1.0000
10.8848,16.7433,1.0000
8.5988,17.7528,1.0000
7.3834,14.3436,1.0000
9.0354,18.3165,1.0000
9.4358,15.9232,1.0000
13.6554,16.9292,1.0000
17.4731,19.1914,0.0000
