8.7635,20.6478,0.0000
10.3293,19.3884,0.0000
7.7552,20.0022,0.0000
10.9140,15.3628,1.0000
8.3685,17.6768,0.0000
11.1471,20.9336,0.0000
10.9551,16.8843,1.0000
10.6915,19.6498,0.0000
9.9881,19.4252,0.0000
12.1352,22.8808,0.0000
10.4129,16.2338,1.0000
11.5135,21.2239,0.0000
19.6175,18.3242,1.0000
14.6759,21.1820,0.0000
15.5231,17.0809,1.0000
9.8546,19.5505,0.0000
10.6745,18.4410,1.0000
11.1458,14.9172,1.0000
13.1652,22.7934,0.0000
10.8492,18.3181,0.0000
11.4051,13.7785,1.0000
10.1042,14.3703,1.0000
12.3790,16.0790,1.0000
10.6216,20.5583,0.0000
11.6341,20.5273,0.0000
12.1856,18.9679,1.0000
12.1262,12.7084,1.0000
11.9666,17.3483,1.0000
9.9425,21.3644,0.0000
11.6867,17.6197,1.0000
14.0661,16.2007,1.0000
12.0109,21.1970,0.0000
13.2397,19.1679,1.0000
15.3840,21.4030,0.0000
13.4337,16.3452,1.0000
13.7834,21.0801,0.0000
9.8155,19.2650,0.0000
12.5553,22.2919,0.0000
11.5597,16.5404,1.0000
12.2403,16.8319,1.0000
10.3171,20.7503,0.0000
14.5799,17.8743,1.0000
13.2447,15.3822,1.0000
9.8202,16.6366,1.0000
11.0907,15.8459,1.0000
10.4859,22.5920,0.0000
15.2745,15.0106,1.0000
12.1918,19.8545,1.0000
14.4481,19.5644,0.0000
11.8336,13.9174,1.0000
9.4902,18.6332,0.0000
10.9747,19.5276,0.0000
17.3484,19.2445,1.0000
17.7558,17.9290,1.0000
15.3039,17.6928,1.0000
13.5454,16.0243,1.0000
10.7672,22.4908,0.0000
13.0744,21.3166,0.0000
9.1623,23.2357,0.0000
7.1262,14.5375,1.0000
12.8097,16.3076,1.0000
12.9001,17.2169,1.0000
9.3019,12.8970,1.0000
14.1053,18.2837,1.0000
12.9688,18.0973,1.0000
11.7901,17.5975,1.0000
9.9238,22.6586,0.0000
14.6996,22.9711,0.0000
14.3209,14.0252,1.0000
7.8356,19.6421,0.0000
8.5351,18.4723,0.0000
7.1813,22.4511,0.0000
10.6386,20.2912,0.0000
11.7196,22.3966,0.0000
12.5986,15.8131,1.0000
10.3964,16.5788,1.0000
13.4731,23.3680,0.0000
12.8295,16.0393,1.0000
7.4382,19.8265,0.0000
16.4763,17.6272,1.0000
16.4538,19.7984,1.0000
12.8476,18.3220,1.0000
11.0167,17.1369,0.0000
14.0679,18.9224,1.0000
9.4936,21.0922,0.0000
10.5368,16.7894,1.0000
11.1614,20.2172,0.0000
10.1062,20.0266,0.0000
12.1738,21.0108,0.0000
13.8325,16.6948,1.0000
9.7641,18.9853,0.0000
11.1022,19.7105,0.0000
10.2987,19.7172,0.0000
11.4118,19.5264,0.0000
12.7042,21.2515,0.0000
14.0784,17.1317,1.0000
6.7397,19.2610,0.0000
11.4973,20.9765,0.0000
13.4398,21.4025,0.0000
10.9993,15.4072,1.0000
12.3207,17.1725,1.0000
6.6216,21.2676,0.0000
15.2446,17.1365,1.0000
10.6887,17.7621,1.0000
10.3216,16.9668,1.0000
13.1422,15.0544,1.0000
10.9192,19.6153,0.0000
11.4056,17.9600,1.0000
8.2091,19.4624,0.0000
10.0668,18.8762,0.0000
9.9364,20.1988,0.0000
9.9282,14.9157,1.0000
10.3501,14.9385,1.0000
9.3936,21.5905,0.0000
11.1475,20.1283,0.0000
12.5565,16.4332,1.0000
11.5994,15.0924,1.0000
13.9456,21.3186,0.0000
11.1905,20.6398,0.0000
9.9839,20.2736,0.0000
10.8199,17.6739,0.0000
8.5419,17.0007,0.0000
11.4157,15.0675,1.0000
11.1444,16.0181,1.0000
12.2623,17.7304,1.0000
10.6742,18.2119,0.0000
10.0112,16.2230,1.0000
12.6856,15.0868,1.0000
7.8015,14.5097,1.0000
16.2582,18.6458,1.0000
12.5009,16.4144,1.0000
12.7487,16.1769,1.0000
9.2251,21.4702,0.0000
8.0274,14.7886,1.0000
8.4557,20.1012,0.0000
12.9217,16.4010,1.0000
13.6353,17.7123,1.0000
5.0528,18.1932,0.0000
14.2016,14.7996,1.0000
9.3124,19.5227,0.0000
10.9181,17.6896,0.0000
10.6163,19.3330,0.0000
8.7677,18.9382,0.0000
7.6937,17.7607,0.0000
13.2396,17.8097,1.0000
9.9100,15.9292,1.0000
8.3814,20.1976,0.0000
12.2262,18.2083,1.0000
11.0012,15.6563,1.0000
10.9781,16.7546,1.0000
